38,18,4,34,11,13,6,7,4,35,13,36,12,7,9,18,4,22,5,4,23,2,37,3,27,1
26,3,26,4,34,13,43,14,42,11,7,4,47,4,29,39,12,10,32,4,47,10,18,4,38,0
10,18,4,38,13,9,10,4,48,13,6,9,12,6,46,18,4,22,5,4,23,24,24,1,26,1
1,37,1,4,28,4,40,7,13,39,9,4,35,7,18,4,35,42,30,32,20,9,10,20,11,0
35,42,30,32,20,9,10,20,11,4,49,12,14,14,9,18,4,22,5,4,23,24,26,3,2,1
26,3,26,4,22,13,30,4,40,21,20,18,4,38,13,9,10,4,48,13,6,9,12,6,46,0
20,18,4,38,13,9,10,4,48,13,6,9,12,6,46,18,4,22,5,4,23,24,24,1,26,1
26,3,26,3,4,50,42,45,6,20,4,47,20,6,10,11,20,4,19,14,21,7,18,4,48,0
20,4,19,14,21,7,18,4,48,13,6,9,12,6,46,18,4,22,5,4,23,24,2,25,1,1
25,23,37,2,4,33,42,42,7,45,13,11,7,4,40,21,20,18,4,17,20,10,11,42,12,0
11,7,4,40,21,20,18,4,17,20,10,11,42,12,10,18,4,22,5,4,23,24,1,1,27,1
26,25,31,37,4,1,24,10,32,4,29,10,4,29,38,4,29,10,20,4,38,25,3,2,18,0
2,18,4,34,11,13,6,7,4,35,13,36,12,7,9,18,4,22,5,4,23,2,37,25,1,1
26,31,31,3,3,4,27,4,22,12,14,20,4,35,7,18,4,48,12,21,42,6,12,13,18,0
12,14,20,4,35,7,18,4,48,12,21,42,6,12,13,18,4,22,5,4,23,24,25,37,1,1
25,1,4,28,42,21,12,4,35,7,18,4,28,42,21,12,18,4,22,5,4,23,24,26,31,0
1,4,28,42,21,12,4,35,7,18,4,28,42,21,12,18,4,22,5,4,23,24,26,31,31,1
1,26,24,4,28,4,40,7,13,39,9,4,35,7,18,4,35,42,30,32,20,9,10,20,11,0
35,42,30,32,20,9,10,20,11,4,49,12,14,14,9,18,4,22,5,4,23,24,26,3,2,1
23,3,3,3,4,19,13,14,7,45,12,6,4,35,7,18,4,40,8,41,8,11,6,4,49,0
7,18,4,40,8,41,8,11,6,4,49,12,14,14,9,18,4,22,5,4,23,24,26,1,27,1
25,24,2,3,3,4,22,12,30,32,12,46,13,6,4,40,21,20,18,4,17,20,13,11,41,0
6,4,40,21,20,18,4,17,20,13,11,41,42,11,6,18,4,22,5,4,23,24,25,1,27,1
37,27,3,3,4,49,13,11,21,20,43,4,29,10,18,4,22,8,9,16,20,46,42,6,18,0
20,43,4,29,10,18,4,22,8,9,16,20,46,42,6,18,4,22,5,4,23,2,23,23,23,1
27,27,37,3,4,29,4,33,20,9,10,6,20,7,46,20,4,40,21,20,4,29,10,20,4,0
10,20,4,25,3,31,18,4,15,42,11,10,13,46,20,18,4,22,5,4,23,2,3,1,23,1
26,1,3,3,4,29,4,40,12,11,36,42,11,10,4,35,7,4,33,4,29,10,20,4,1,0
18,4,50,11,13,21,20,11,9,20,4,47,12,10,43,18,4,22,5,4,23,2,27,24,23,1
23,26,37,3,4,1,23,10,32,4,40,21,20,4,29,10,20,4,1,25,3,18,4,51,42,0
3,18,4,51,42,11,10,4,34,11,13,10,12,42,10,18,4,22,5,4,23,24,3,37,2,1
26,31,3,3,4,35,12,21,20,11,10,42,45,6,4,15,16,45,43,4,29,33,4,29,36,0
3,37,23,18,4,34,11,13,6,7,21,12,14,14,20,18,4,22,5,4,23,2,23,25,24,1
25,1,1,23,3,4,29,4,19,20,43,20,11,4,35,7,18,4,19,12,11,30,32,4,35,0
11,4,35,7,18,4,19,12,11,30,32,4,35,8,6,18,4,22,5,4,23,24,23,25,37,1
25,23,27,3,3,4,48,13,16,20,9,12,7,20,4,47,12,11,4,52,6,12,10,4,1,0
10,20,11,14,12,6,46,4,49,20,12,46,32,10,9,18,4,22,5,4,23,24,26,25,26,1
25,23,31,37,4,28,4,19,8,11,16,32,13,11,10,4,35,7,18,4,49,42,45,20,14,0
32,13,11,10,4,35,7,18,4,49,42,45,20,14,14,18,4,22,5,4,23,24,24,37,37,1
26,3,26,27,4,50,42,45,6,20,4,47,20,6,10,11,20,4,19,14,21,7,18,4,48,0
20,4,19,14,21,7,18,4,48,13,6,9,12,6,46,18,4,22,5,4,23,24,2,25,1,1
1,31,1,3,27,4,28,42,21,12,4,35,7,18,4,28,42,21,12,18,4,22,5,4,23,0
27,4,28,42,21,12,4,35,7,18,4,28,42,21,12,18,4,22,5,4,23,24,26,31,31,1
23,25,1,4,33,4,25,23,4,22,12,14,20,4,35,7,18,4,50,11,42,43,18,4,22,0
23,4,22,12,14,20,4,35,7,18,4,50,11,42,43,18,4,22,5,4,23,24,3,24,26,1
25,25,2,4,28,4,29,13,46,12,6,13,45,4,29,10,18,4,17,8,11,13,6,7,18,0
12,6,13,45,4,29,10,18,4,17,8,11,13,6,7,18,4,22,5,4,23,24,23,1,2,1
27,25,26,2,4,53,13,14,13,39,13,54,42,42,4,40,21,20,4,29,38,18,4,34,11,0
38,18,4,34,11,13,6,7,4,35,13,36,12,7,9,18,4,22,5,4,23,2,37,3,24,1
1,26,3,26,4,33,13,10,20,11,4,29,10,18,4,15,42,11,10,4,49,8,11,42,6,0
4,29,10,18,4,15,42,11,10,4,49,8,11,42,6,18,4,22,5,4,23,24,3,27,3,1
25,3,31,4,37,10,32,4,29,10,18,4,47,13,14,8,39,20,10,18,4,22,5,4,23,0
37,10,32,4,29,10,18,4,47,13,14,8,39,20,10,18,4,22,5,4,23,2,2,25,26,1
1,1,25,4,28,4,29,13,46,12,6,13,45,4,29,10,18,4,17,8,11,13,6,7,18,0
12,6,13,45,4,29,10,18,4,17,8,11,13,6,7,18,4,22,5,4,23,24,23,1,2,1
47,13,9,30,13,7,20,4,38,13,9,10,4,15,14,13,54,13,4,27,23,1,2,4,1,0
55,18,4,34,11,13,6,7,4,35,13,36,12,7,9,18,4,22,5,4,23,2,37,23,27,1
23,31,27,37,4,19,20,30,16,14,20,43,4,35,7,18,4,19,13,10,10,14,20,4,47,0
7,18,4,19,13,10,10,14,20,4,47,11,20,20,16,18,4,22,5,4,23,2,3,25,37,1
25,1,1,3,4,28,4,48,20,11,42,43,4,29,10,18,4,51,20,6,10,42,6,18,4,0
20,11,42,43,4,29,10,18,4,51,20,6,10,42,6,18,4,22,5,4,23,24,23,26,3,1
25,3,3,37,25,4,38,4,49,12,46,32,14,13,6,7,4,35,7,18,4,49,42,45,20,0
14,13,6,7,4,35,7,18,4,49,42,45,20,14,14,18,4,22,5,4,23,24,24,23,26,1
26,3,3,4,33,4,33,13,9,32,12,6,46,10,42,6,4,40,21,20,18,4,56,13,30,0
42,6,4,40,21,20,18,4,56,13,30,16,9,42,6,18,4,22,5,4,23,2,1,3,25,1
25,25,31,37,4,29,4,47,13,11,6,20,43,4,17,11,18,4,29,13,12,6,10,4,47,0
17,11,18,4,29,13,12,6,10,4,47,14,13,12,11,18,4,22,5,4,23,24,3,31,2,1
25,3,25,3,4,52,9,4,49,12,46,32,45,13,43,4,1,18,4,33,13,16,20,57,12,0
13,43,4,1,18,4,33,13,16,20,57,12,20,14,7,18,4,22,5,4,23,2,2,27,24,1
37,23,1,37,4,48,13,16,20,4,22,12,30,32,12,46,13,6,4,17,11,18,4,40,14,0
6,4,17,11,18,4,40,14,14,20,6,7,13,14,20,18,4,22,5,4,23,2,23,3,25,1
1,3,27,4,29,4,29,10,13,10,20,4,29,10,18,4,34,42,41,14,20,9,18,4,22,0
10,13,10,20,4,29,10,18,4,34,42,41,14,20,9,18,4,22,5,4,23,2,3,37,37,1
1,26,24,31,25,4,38,8,11,20,16,13,4,35,7,18,4,50,13,43,14,42,11,18,4,0
11,20,16,13,4,35,7,18,4,50,13,43,14,42,11,18,4,22,5,4,23,24,25,24,3,1
1,3,37,1,4,33,32,12,10,10,13,16,20,11,4,35,7,18,4,58,36,9,12,14,13,0
11,4,35,7,18,4,58,36,9,12,14,13,6,10,12,18,4,22,5,4,23,24,25,2,31,1
27,23,31,25,27,4,59,13,6,4,17,43,16,20,4,35,7,18,4,33,13,9,32,12,6,0
4,35,7,18,4,33,13,9,32,12,6,46,10,42,6,18,4,22,5,4,23,24,3,2,37,1
1,3,1,4,33,4,22,13,12,6,4,29,10,18,4,38,7,39,42,11,20,18,4,22,5,0
22,13,12,6,4,29,10,18,4,38,7,39,42,11,20,18,4,22,5,4,23,24,24,1,2,1
26,3,4,28,4,49,42,45,20,14,14,4,29,10,18,4,49,12,14,14,9,7,13,14,20,0
14,4,29,10,18,4,49,12,14,14,9,7,13,14,20,18,4,22,5,4,23,2,1,23,1,1
24,26,24,4,23,10,32,4,40,21,20,18,4,48,13,16,20,4,44,7,20,9,9,13,18,0
21,20,18,4,48,13,16,20,4,44,7,20,9,9,13,18,4,22,5,4,23,24,24,23,2,1
37,1,23,37,4,28,42,11,10,32,14,13,6,7,4,17,11,4,28,38,18,4,34,11,13,0
38,18,4,34,11,13,6,7,4,35,13,36,12,7,9,18,4,22,5,4,23,2,37,1,37,1
1,26,31,4,38,4,47,32,12,30,13,46,42,4,29,10,18,4,56,42,6,20,9,21,12,0
4,29,10,18,4,56,42,6,20,9,21,12,14,14,20,18,4,22,5,4,23,2,1,37,3,1
47,32,11,12,9,10,39,13,9,4,51,13,6,10,13,9,43,4,27,31,26,27,3,4,59,0
59,13,6,4,17,43,16,20,18,4,35,42,39,20,42,18,4,22,5,4,23,24,3,27,37,1
26,3,31,4,29,4,33,32,12,10,10,13,16,20,11,4,29,10,18,4,28,20,45,4,19,0
29,10,18,4,28,20,45,4,19,8,57,57,13,14,42,18,4,22,5,4,23,2,25,25,31,1
25,1,26,4,29,4,29,10,13,10,20,4,29,10,18,4,44,9,30,42,7,13,18,4,22,0
10,13,10,20,4,29,10,18,4,44,9,30,42,7,13,18,4,22,5,4,23,24,31,37,3,1
24,26,31,4,33,4,29,32,13,45,4,29,10,18,4,49,42,45,13,11,7,4,47,12,10,0
29,10,18,4,49,42,45,13,11,7,4,47,12,10,43,18,4,22,5,4,23,2,26,1,2,1
1,23,2,23,4,40,12,11,36,42,11,10,4,35,7,18,4,56,13,30,16,9,42,6,18,0
42,11,10,4,35,7,18,4,56,13,30,16,9,42,6,18,4,22,5,4,23,2,1,3,1,1
27,24,26,3,4,38,13,9,10,39,13,6,4,40,21,20,18,4,22,12,7,14,13,6,7,0
13,6,4,40,21,20,18,4,22,12,7,14,13,6,7,18,4,22,5,4,23,24,27,23,1,1
25,37,3,3,4,38,4,29,32,20,11,39,13,6,4,19,14,21,7,18,4,22,8,9,16,0
4,19,14,21,7,18,4,22,8,9,16,20,46,42,6,18,4,22,5,4,23,2,23,23,23,1
26,3,24,37,4,29,4,19,13,14,7,45,12,6,4,35,7,18,4,48,13,16,20,4,44,0
4,35,7,18,4,48,13,16,20,4,44,11,12,42,6,18,4,22,5,4,23,24,26,37,2,1
23,3,26,4,44,13,16,9,4,60,12,6,46,18,4,15,14,13,12,6,45,20,14,14,18,0
60,12,6,46,18,4,15,14,13,12,6,45,20,14,14,18,4,22,5,4,23,2,3,24,3,1
26,1,37,37,4,47,42,14,41,43,4,35,7,18,4,33,32,12,10,20,32,13,14,14,18,0
43,4,35,7,18,4,33,32,12,10,20,32,13,14,14,18,4,22,5,4,23,2,23,27,25,1
26,1,4,29,4,38,14,16,4,29,10,18,4,29,13,6,7,8,9,16,43,18,4,22,5,0
14,16,4,29,10,18,4,29,13,6,7,8,9,16,43,18,4,22,5,4,23,24,23,31,25,1
1,25,31,4,38,4,22,13,12,6,4,40,21,20,18,4,61,20,20,14,13,6,7,18,4,0
12,6,4,40,21,20,18,4,61,20,20,14,13,6,7,18,4,22,5,4,23,2,23,27,23,1
25,26,37,4,38,4,40,8,11,42,11,13,4,29,10,18,4,5,11,42,6,45,42,42,7,0
11,13,4,29,10,18,4,5,11,42,6,45,42,42,7,18,4,22,5,4,23,2,2,26,24,1
37,1,31,31,4,48,13,36,20,20,11,4,35,7,18,4,53,12,39,41,13,14,14,18,4,0
20,20,11,4,35,7,18,4,53,12,39,41,13,14,14,18,4,22,5,4,23,24,3,31,23,1
27,3,24,4,47,42,39,39,20,11,30,12,13,14,4,17,11,18,4,48,13,6,9,12,6,0
12,13,14,4,17,11,18,4,48,13,6,9,12,6,46,18,4,22,5,4,23,24,2,25,31,1
23,27,37,1,4,28,4,22,4,26,31,4,49,45,43,18,4,22,12,7,7,14,20,21,12,0
45,43,18,4,22,12,7,7,14,20,21,12,14,14,20,18,4,22,5,4,23,2,26,26,26,1
1,23,23,25,4,38,14,14,9,45,42,11,10,32,4,35,7,18,4,58,36,9,12,14,13,0
32,4,35,7,18,4,58,36,9,12,14,13,6,10,12,18,4,22,5,4,23,24,25,2,31,1
25,25,24,4,28,4,22,13,12,6,4,29,10,18,4,19,11,42,42,16,14,43,6,18,4,0
12,6,4,29,10,18,4,19,11,42,42,16,14,43,6,18,4,22,5,4,23,2,1,26,3,1
25,37,3,4,29,4,19,11,42,13,7,45,13,43,4,29,10,18,4,47,13,9,9,42,36,0
4,29,10,18,4,47,13,9,9,42,36,42,14,12,9,18,4,22,5,4,23,2,3,26,25,1
25,3,25,1,25,4,29,4,22,4,23,26,4,49,45,43,18,4,17,20,14,10,42,6,18,0
4,23,26,4,49,45,43,18,4,17,20,14,10,42,6,18,4,22,5,4,23,2,3,23,27,1
25,25,24,4,38,4,22,13,12,6,4,29,10,18,4,51,14,8,9,32,12,6,46,18,4,0
12,6,4,29,10,18,4,51,14,8,9,32,12,6,46,18,4,22,5,4,23,24,23,26,26,1
26,3,1,4,29,4,47,20,7,13,11,4,29,10,18,4,53,13,14,16,13,9,16,13,18,0
13,11,4,29,10,18,4,53,13,14,16,13,9,16,13,18,4,22,5,4,23,2,27,23,27,1
25,26,3,4,33,4,52,36,10,42,6,4,40,21,20,18,4,35,20,20,7,4,47,12,10,0
4,40,21,20,18,4,35,20,20,7,4,47,12,10,43,18,4,22,5,4,23,2,27,31,31,1
1,25,37,37,4,29,4,35,42,30,32,20,9,10,20,11,4,35,7,18,4,35,42,30,32,0
35,42,30,32,20,9,10,20,11,4,49,12,14,14,9,18,4,22,5,4,23,24,26,3,31,1
25,24,27,4,29,4,50,32,12,11,7,4,29,10,18,4,35,42,46,20,11,9,4,47,12,0
29,10,18,4,35,42,46,20,11,9,4,47,12,10,43,18,4,22,5,4,23,2,31,31,2,1
25,3,24,3,4,28,4,22,4,25,1,2,18,4,47,20,7,13,11,21,12,14,14,20,18,0
25,1,2,18,4,47,20,7,13,11,21,12,14,14,20,18,4,22,5,4,23,2,31,25,2,1
23,27,25,4,28,4,22,13,12,6,4,29,10,18,4,51,11,13,6,16,20,6,39,8,10,0
29,10,18,4,51,11,13,6,16,20,6,39,8,10,32,18,4,22,5,4,23,24,31,26,23,1
1,1,27,4,33,4,35,12,21,20,11,4,59,13,14,14,20,43,4,17,11,18,4,28,20,0
14,20,43,4,17,11,18,4,28,20,45,13,43,46,42,18,4,22,5,4,23,2,26,26,31,1
31,31,24,4,33,4,49,42,8,46,32,10,42,6,4,48,13,16,20,4,17,11,18,4,15,0
17,11,18,4,15,11,8,7,20,6,21,12,14,14,20,18,4,22,5,4,23,24,27,37,25,1
25,31,24,4,28,4,22,12,30,32,12,46,13,6,4,40,21,20,18,4,29,32,20,14,41,0
46,13,6,4,40,21,20,18,4,29,32,20,14,41,43,18,4,22,5,4,23,2,23,37,37,1
25,1,3,4,29,4,47,14,13,11,16,4,29,10,18,4,40,14,41,12,42,6,18,4,22,0
14,13,11,16,4,29,10,18,4,40,14,41,12,42,6,18,4,22,5,4,23,2,1,1,23,1
25,37,37,4,28,4,1,6,7,4,29,10,18,4,49,13,11,11,12,9,42,6,18,4,22,0
6,7,4,29,10,18,4,49,13,11,11,12,9,42,6,18,4,22,5,4,23,24,27,1,37,1
25,3,3,3,4,49,13,11,11,12,6,46,10,42,6,4,29,10,18,4,22,42,8,6,10,0
18,4,22,42,8,6,10,4,47,14,20,39,20,6,9,18,4,22,5,4,23,24,3,23,26,1
1,37,1,37,4,33,4,22,13,11,62,8,20,10,10,20,4,33,42,42,7,9,4,35,7,0
7,18,4,29,10,20,21,20,6,9,21,12,14,14,20,18,4,22,5,4,23,2,25,1,31,1
23,3,25,4,28,4,17,20,39,42,11,20,9,10,4,29,10,18,4,19,20,14,7,12,6,0
20,9,10,4,29,10,18,4,19,20,14,7,12,6,46,18,4,22,5,4,23,24,24,3,2,1
31,27,1,3,4,22,12,7,14,13,6,7,4,35,7,18,4,51,11,20,20,14,13,6,7,0
6,7,4,35,7,18,4,51,11,20,20,14,13,6,7,18,4,22,5,4,23,24,27,1,26,1
27,23,24,3,4,22,13,12,6,4,29,10,18,4,47,13,9,9,4,47,12,10,43,18,4,0
6,4,29,10,18,4,47,13,9,9,4,47,12,10,43,18,4,22,5,4,23,24,31,1,27,1
25,37,4,29,4,35,12,7,46,20,4,29,10,18,4,15,42,11,10,4,29,13,6,12,14,0
10,18,4,15,42,11,10,4,29,13,6,12,14,13,30,18,4,22,5,4,23,24,23,27,2,1
25,23,3,4,33,4,22,12,30,32,12,46,13,6,4,40,21,20,18,4,47,14,12,6,10,0
13,6,4,40,21,20,18,4,47,14,12,6,10,42,6,18,4,22,5,4,23,2,1,26,27,1
1,23,3,3,4,29,4,5,4,31,37,4,19,8,9,12,6,20,9,9,4,48,42,42,36,0
4,48,42,42,36,18,4,34,11,13,43,14,12,6,46,18,4,22,5,4,23,2,31,26,24,1
37,37,24,25,4,47,11,13,30,16,20,11,4,19,13,11,11,20,14,4,19,14,21,7,18,0
19,14,21,7,18,4,53,13,14,13,39,13,54,42,42,18,4,22,5,4,23,2,3,3,2,1
31,31,25,31,4,48,13,16,20,4,29,10,18,4,19,20,13,11,4,48,13,16,20,18,4,0
20,4,29,10,18,4,19,20,13,11,4,48,13,16,20,18,4,22,5,4,23,2,27,25,23,1
31,31,26,31,4,22,13,30,42,39,41,4,29,10,18,4,34,11,42,9,9,20,4,5,14,0
4,29,10,18,4,34,11,42,9,9,20,4,5,14,20,18,4,22,5,4,23,24,25,26,24,1
25,25,27,4,38,4,48,8,7,12,6,46,10,42,6,4,40,21,20,18,4,48,8,7,12,0
4,40,21,20,18,4,48,8,7,12,6,46,10,42,6,18,4,22,5,4,23,2,23,26,25,1
26,3,25,23,4,22,13,12,6,4,29,10,18,4,22,13,11,14,20,10,10,20,18,4,22,0
12,6,4,29,10,18,4,22,13,11,14,20,10,10,20,18,4,22,5,4,23,24,23,37,26,1
24,27,3,3,4,29,10,13,10,20,4,35,7,18,4,22,12,14,14,12,6,46,10,42,6,0
4,35,7,18,4,22,12,14,14,12,6,46,10,42,6,18,4,22,5,4,23,24,31,23,27,1
25,25,24,4,28,4,22,12,30,32,12,46,13,6,4,40,21,20,18,4,19,12,46,4,35,0
40,21,20,18,4,19,12,46,4,35,13,36,12,7,9,18,4,22,5,4,23,2,26,3,31,1
25,23,25,25,25,4,33,32,12,10,20,4,47,11,20,20,16,4,40,21,20,4,28,38,18,0
18,4,47,20,7,13,11,4,29,36,11,12,6,46,9,18,4,22,5,4,23,2,26,25,2,1
25,26,26,4,33,4,19,11,42,13,7,4,29,10,18,4,47,32,20,9,13,6,12,6,46,0
7,4,29,10,18,4,47,32,20,9,13,6,12,6,46,18,4,22,5,4,23,24,27,25,27,1
26,3,2,37,2,4,37,4,22,12,14,20,4,35,7,18,4,48,12,21,42,6,12,13,18,0
12,14,20,4,35,7,18,4,48,12,21,42,6,12,13,18,4,22,5,4,23,24,25,37,23,1
1,23,25,3,4,29,4,48,20,13,10,42,6,4,35,7,18,4,22,42,8,6,10,4,15,0
4,22,42,8,6,10,4,15,14,20,13,9,13,6,10,18,4,22,5,4,23,24,24,37,24,1
24,3,24,4,29,4,22,12,9,9,12,42,6,4,29,10,18,4,22,42,8,6,10,4,15,0
4,22,42,8,6,10,4,15,14,20,13,9,13,6,10,18,4,22,5,4,23,24,24,37,24,1
2,1,37,4,29,4,22,13,12,6,4,29,10,4,52,6,12,10,4,19,1,18,4,51,11,0
19,1,18,4,51,11,13,6,16,20,6,39,8,10,32,18,4,22,5,4,23,24,31,26,23,1
25,3,3,4,19,11,12,13,11,45,42,42,7,4,47,12,11,18,4,40,6,6,4,40,11,0
4,47,12,11,18,4,40,6,6,4,40,11,41,42,11,18,4,22,5,4,23,24,25,3,24,1
25,1,25,37,24,4,29,4,19,20,43,20,11,4,35,7,4,29,10,20,4,31,3,18,4,0
20,4,31,3,18,4,19,12,11,30,32,4,35,8,6,18,4,22,5,4,23,24,23,25,37,1
1,37,3,25,4,48,13,16,20,4,48,13,6,9,12,6,46,4,35,7,18,4,48,13,6,0
12,6,46,4,35,7,18,4,48,13,6,9,12,6,46,18,4,22,5,4,23,24,2,25,1,1
26,26,3,26,4,29,4,48,12,6,7,20,6,4,35,7,18,4,51,14,12,6,10,18,4,0
12,6,7,20,6,4,35,7,18,4,51,14,12,6,10,18,4,22,5,4,23,24,37,3,31,1
26,37,3,4,24,23,10,32,4,29,10,4,29,33,18,4,19,43,11,42,6,4,47,20,6,0
33,18,4,19,43,11,42,6,4,47,20,6,10,20,11,18,4,22,5,4,23,2,26,25,37,1
26,1,23,1,2,4,34,11,13,10,12,42,10,4,40,21,20,18,4,35,42,9,20,21,12,0
4,40,21,20,18,4,35,42,9,20,21,12,14,14,20,18,4,22,5,4,23,24,3,27,27,1
1,26,3,3,3,4,38,8,11,20,16,13,4,35,7,18,4,50,13,43,14,42,11,18,4,0
11,20,16,13,4,35,7,18,4,50,13,43,14,42,11,18,4,22,5,4,23,24,25,24,3,1
23,25,26,25,4,33,12,14,7,20,11,4,35,7,18,4,19,13,43,4,47,12,10,43,18,0
20,11,4,35,7,18,4,19,13,43,4,47,12,10,43,18,4,22,5,4,23,24,31,3,27,1
25,1,26,26,25,4,56,13,39,20,9,4,29,10,18,4,49,42,14,14,13,6,7,18,4,0
39,20,9,4,29,10,18,4,49,42,14,14,13,6,7,18,4,22,5,4,23,2,23,1,23,1
26,3,37,3,4,52,9,4,49,12,46,32,45,13,43,4,23,25,4,33,18,4,22,13,11,0
23,25,4,33,18,4,22,13,11,62,8,20,10,10,20,18,4,22,5,4,23,2,24,37,37,1
26,31,26,4,28,4,33,12,14,14,42,45,41,11,42,42,16,4,35,7,18,4,47,42,14,0
16,4,35,7,18,4,47,42,14,7,45,13,10,20,11,18,4,22,5,4,23,2,3,26,27,1
26,27,27,24,4,35,12,21,20,11,10,42,45,6,4,15,16,45,43,4,29,33,18,4,34,0
4,29,33,18,4,34,11,13,6,7,21,12,14,14,20,18,4,22,5,4,23,2,23,25,24,1
23,31,24,31,4,51,13,9,32,12,42,6,4,29,62,8,13,11,20,4,22,13,14,14,4,0
10,4,19,1,25,1,18,4,29,13,46,12,6,13,45,18,4,22,5,4,23,24,27,3,23,1
25,31,31,27,4,29,4,34,13,11,57,12,20,14,7,4,40,21,20,18,4,50,11,13,21,0
18,4,50,11,13,21,20,11,9,20,4,47,12,10,43,18,4,22,5,4,23,2,27,24,27,1
1,24,10,32,4,38,4,19,20,14,10,14,12,6,20,4,40,21,20,4,29,38,18,4,34,0
38,18,4,34,11,13,6,7,4,35,13,36,12,7,9,18,4,22,5,4,23,2,37,23,27,1
23,26,37,37,3,4,33,4,44,13,16,9,4,17,11,18,4,28,42,21,12,18,4,22,5,0
33,4,44,13,16,9,4,17,11,18,4,28,42,21,12,18,4,22,5,4,23,24,26,31,31,1
1,27,23,3,6,4,28,4,22,4,26,26,18,4,35,42,9,20,4,47,12,10,43,18,4,0
22,4,26,26,18,4,35,42,9,20,4,47,12,10,43,18,4,22,5,4,23,24,27,37,23,1
25,24,3,3,4,15,12,36,20,9,10,42,6,20,4,35,7,18,4,19,20,6,10,42,6,0
18,4,19,20,6,10,42,6,4,49,13,11,41,42,11,18,4,22,5,4,23,2,3,1,1,1
27,27,37,3,4,33,32,12,10,39,42,11,20,4,48,13,16,20,4,35,7,18,4,19,11,0
16,20,4,35,7,18,4,19,11,12,46,32,10,42,6,18,4,22,5,4,23,24,25,25,27,1
37,3,37,3,3,4,34,11,13,10,12,42,10,4,40,21,20,18,4,47,32,20,9,10,20,0
20,18,4,47,32,20,9,10,20,11,57,12,20,14,7,18,4,22,5,4,23,24,3,37,25,1
26,25,25,37,3,4,29,42,8,10,32,57,12,20,14,7,4,35,7,18,4,19,20,21,20,0
18,4,19,20,21,20,11,14,43,4,49,12,14,14,9,18,4,22,5,4,23,24,3,1,37,1
1,3,37,3,4,38,4,52,9,4,49,12,46,32,45,13,43,4,1,1,26,18,4,40,7,0
45,13,43,4,1,1,26,18,4,40,7,11,12,13,6,18,4,22,5,4,23,2,1,1,25,1
25,25,27,4,33,4,29,10,13,10,20,4,35,7,18,4,49,13,9,10,12,6,46,9,18,0
10,20,4,35,7,18,4,49,13,9,10,12,6,46,9,18,4,22,5,4,23,2,3,37,24,1
33,26,2,2,4,52,9,4,49,12,46,32,45,13,43,4,1,4,23,25,18,4,49,13,11,0
13,43,4,1,4,23,25,18,4,49,13,11,11,12,9,18,4,22,5,4,23,2,24,23,37,1
23,24,37,37,4,38,6,30,42,11,20,4,19,14,21,7,18,4,22,42,8,6,10,4,15,0
4,22,42,8,6,10,4,15,14,20,13,9,13,6,10,18,4,22,5,4,23,24,24,37,24,1
1,23,37,3,4,33,4,22,4,26,1,18,4,34,13,43,14,42,11,7,18,4,22,5,4,0
33,4,22,4,26,1,18,4,34,13,43,14,42,11,7,18,4,22,5,4,23,2,31,26,37,1
1,1,1,37,4,38,4,49,12,46,32,14,13,6,7,4,35,7,18,4,49,12,46,32,14,0
